index	EDU_1	EDU_2	Relation	num_of_words_1	avg_word_len_1	upcase_words_num_1	num_unique_words_1	count_words_title_1	mean_word_len_1	words_vs_unique_1	num_of_words_2	avg_word_len_2	upcase_words_num_2	num_unique_words_2	count_words_title_2	mean_word_len_2	words_vs_unique_2	bleu_score	nouns_count_1	verbs_count_1	adj_count_1	adv_count_1	aux_count_1	num_count_1	vbd_count_1	nouns_vs_words_1	adjectives_vs_words_1	verbs_vs_words_1	adp_count_1	cconj_count_1	sconj_count_1	part_count_1	pron_count_1	nouns_count_2	verbs_count_2	adj_count_2	adv_count_2	aux_count_2	num_count_2	vbd_count_2	nouns_vs_words_2	adjectives_vs_words_2	verbs_vs_words_2	adp_count_2	cconj_count_2	sconj_count_2	part_count_2	pron_count_2
244	удивился	увидел	evaluation_r	1	8.0	0	1	0	8.0	1.0	1	6.0	0	1	0	6.0	1.0	0.654100603266674	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0
245	но никому ничего не предъявил	увидел	antithesis_r	5	5.0	0	5	0	5.0	1.0	1	6.0	0	1	0	6.0	1.0	0.0216373707194931	0	1	0	0	0	0	0	0.0	0.0	0.2	0	1	0	1	2	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0
246	ну просто посмотрел так вслед мальчикам	он увидел мальчиков с грушами в руках	sequence_m	6	5.666666666666667	0	6	0	5.666666666666667	1.0	7	4.428571428571429	0	7	0	4.428571428571429	1.0	0.8092927366512676	1	1	0	2	0	0	0	0.16666666666666666	0.0	0.16666666666666666	0	0	0	2	0	3	1	0	0	0	0	0	0.42857142857142855	0.0	0.14285714285714285	2	0	0	0	1
247	но видимо сомневаясь всё-таки	что это они взяли	evaluation_r	4	6.5	0	4	0	6.5	1.0	4	3.5	0	4	0	3.5	1.0	0.41476810416472404	0	1	0	1	0	0	0	0.0	0.0	0.25	0	1	0	1	0	0	1	0	0	0	0	0	0.0	0.0	0.25	0	0	1	0	2
248	что это они взяли	ну просто посмотрел так вслед мальчикам	antithesis_r	4	3.5	0	4	0	3.5	1.0	6	5.666666666666667	0	6	0	5.666666666666667	1.0	0.5773502691896257	0	1	0	0	0	0	0	0.0	0.0	0.25	0	0	1	0	2	1	1	0	2	0	0	0	0.16666666666666666	0.0	0.16666666666666666	0	0	0	2	0
249	пропала-то всё-таки целая корзина	что это они взяли	cause_r	4	7.5	0	4	0	7.5	1.0	4	3.5	0	4	0	3.5	1.0	0.3664995292641079	1	0	1	0	0	0	0	0.25	0.25	0.0	0	0	0	2	0	0	1	0	0	0	0	0	0.0	0.0	0.25	0	0	1	0	2
250	а у них-то всего-то две штуки в руках	пропала-то всё-таки целая корзина	concession_r	8	3.75	0	8	0	3.75	1.0	4	7.5	0	4	0	7.5	1.0	0.7066606719684743	2	0	0	0	0	1	0	0.25	0.0	0.0	2	1	0	2	0	1	0	1	0	0	0	0	0.25	0.25	0.0	0	0	0	2	0
251	пасека,	в начале показывают сбор урожая	background_r	1	7.0	0	1	0	7.0	1.0	5	5.4	0	5	0	5.4	1.0	0.43994134506405985	1	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0	0	0	3	1	0	0	0	0	0	0.6	0.0	0.2	1	0	0	0	0
252	в начале показывают сбор урожая	вот показана природа красивая природа	background_r	5	5.4	0	5	0	5.4	1.0	5	6.6	0	4	0	6.6	0.8	0.7884298457197201	3	1	0	0	0	0	0	0.6	0.0	0.2	1	0	0	0	0	2	1	1	0	0	0	0	0.4	0.2	0.2	0	0	0	1	0
253	ну сад не сад	в начале показывают сбор урожая	background_r	4	2.5	0	3	0	2.5	0.75	5	5.4	0	5	0	5.4	1.0	0.5388159060803247	2	0	0	0	0	0	0	0.5	0.0	0.0	0	0	0	2	0	3	1	0	0	0	0	0	0.6	0.0	0.2	1	0	0	0	0
254	как-то особо на сад не похож	ну сад не сад	evaluation_r	6	3.8333333333333335	0	6	0	3.8333333333333335	1.0	4	2.5	0	3	0	2.5	0.75	0.2901453727733795	1	0	1	2	0	0	0	0.16666666666666666	0.16666666666666666	0.0	1	0	0	1	0	2	0	0	0	0	0	0	0.5	0.0	0.0	0	0	0	2	0
255	вот показана природа красивая природа	проезжал мимо ребенок	background_r	5	6.6	0	4	0	6.6	0.8	3	6.333333333333333	0	3	0	6.333333333333333	1.0	0.3672577717872332	2	1	1	0	0	0	0	0.4	0.2	0.2	0	0	0	1	0	1	1	0	1	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0
256	мужчины красивые	вот показана природа красивая природа	joint_m	2	7.5	0	2	0	7.5	1.0	5	6.6	0	4	0	6.6	0.8	0.4931969619160719	1	0	1	0	0	0	0	0.5	0.5	0.0	0	0	0	0	0	2	1	1	0	0	0	0	0.4	0.2	0.2	0	0	0	1	0
257	как-то показано,	что каждый занят своим делом	evidence_r	2	7.5	0	2	0	7.5	1.0	5	4.8	0	5	0	4.8	1.0	0.5976143046671969	0	1	0	1	0	0	0	0.0	0.0	0.5	0	0	0	0	0	1	1	0	0	0	0	0	0.2	0.0	0.2	0	0	1	0	0
258	что каждый занят своим делом	вот показана природа красивая природа	joint_m	5	4.8	0	5	0	4.8	1.0	5	6.6	0	4	0	6.6	0.8	0.7165985720844784	1	1	0	0	0	0	0	0.2	0.0	0.2	0	0	1	0	0	2	1	1	0	0	0	0	0.4	0.2	0.2	0	0	0	1	0
259	что у мужчины тут	вот показана природа красивая природа	evidence_r	4	3.5	0	4	0	3.5	1.0	5	6.6	0	4	0	6.6	0.8	0.43495883620084	1	0	0	1	0	0	0	0.25	0.0	0.0	1	0	0	0	1	2	1	1	0	0	0	0	0.4	0.2	0.2	0	0	0	1	0
260	который вёл козу,	что у мужчины тут	elaboration_r	3	5.0	0	3	0	5.0	1.0	4	3.5	0	4	0	3.5	1.0	0.5940885257860046	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	1	1	0	0	1	0	0	0	0.25	0.0	0.0	1	0	0	0	1
261	там коза там коза была	что у мужчины тут	elaboration_r	5	3.6	0	3	0	3.6	0.6	4	3.5	0	4	0	3.5	1.0	0.5111953111273273	2	0	0	2	1	0	0	0.4	0.0	0.0	0	0	0	0	0	1	0	0	1	0	0	0	0.25	0.0	0.0	1	0	0	0	1
262	вёл козу,	что у мужчины тут	restatement_r	2	4.0	0	2	0	4.0	1.0	4	3.5	0	4	0	3.5	1.0	0.42008402520840293	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0	1	0	0	1	0	0	0	0.25	0.0	0.0	1	0	0	0	1
263	он даже как бы не обратил внимания на на того	что у мужчины тут	joint_m	10	3.6	0	9	0	3.6	0.9	4	3.5	0	4	0	3.5	1.0	0.15493991859765133	1	1	0	1	0	0	0	0.1	0.0	0.1	2	0	0	3	2	1	0	0	1	0	0	0	0.25	0.0	0.0	1	0	0	0	1
264	кто собирает	он даже как бы не обратил внимания на на того	joint_m	2	5.5	0	2	0	5.5	1.0	10	3.6	0	9	0	3.6	0.9	0.4944132324730442	0	1	0	0	0	0	0	0.0	0.0	0.5	0	0	0	0	1	1	1	0	1	0	0	0	0.1	0.0	0.1	2	0	0	3	2
265	я даже немножко удивилась,	собирает урожай,	evaluation_r	4	5.75	0	4	0	5.75	1.0	2	7.5	0	2	0	7.5	1.0	0.443815330786782	0	1	0	1	0	0	0	0.0	0.0	0.25	0	0	0	1	1	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0
266	собирает урожай,	вот показана природа красивая природа	evidence_r	2	7.5	0	2	0	7.5	1.0	5	6.6	0	4	0	6.6	0.8	0.5198752449100363	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0	2	1	1	0	0	0	0	0.4	0.2	0.2	0	0	0	1	0
267	не остановились,	собирает урожай,	joint_m	2	7.5	0	2	0	7.5	1.0	2	7.5	0	2	0	7.5	1.0	0.75	0	1	0	0	0	0	0	0.0	0.0	0.5	0	0	0	1	0	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0
268	не поговорили	собирает урожай,	joint_m	2	6.0	0	2	0	6.0	1.0	2	7.5	0	2	0	7.5	1.0	0.6123724356957946	0	1	0	0	0	0	0	0.0	0.0	0.5	0	0	0	1	0	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0
269	а мимо прошел	собирает урожай,	contrast_m	3	3.6666666666666665	0	3	0	3.6666666666666665	1.0	2	7.5	0	2	0	7.5	1.0	0.6614378277661477	0	1	0	1	0	0	0	0.0	0.0	0.3333333333333333	0	1	0	0	0	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0
270	потому что я говорю	каждый занят своим делом	evidence_r	4	4.0	0	4	0	4.0	1.0	4	5.25	0	4	0	5.25	1.0	0.6123724356957946	0	1	0	1	0	0	0	0.0	0.0	0.25	0	0	1	0	1	1	1	0	0	0	0	0	0.25	0.0	0.25	0	0	0	0	0
271	каждый занят своим делом	вот показана природа красивая природа	evidence_r	4	5.25	0	4	0	5.25	1.0	5	6.6	0	4	0	6.6	0.8	0.677834389404565	1	1	0	0	0	0	0	0.25	0.0	0.25	0	0	0	0	0	2	1	1	0	0	0	0	0.4	0.2	0.2	0	0	0	1	0
272	вот и дети	каждый занят своим делом	evidence_r	3	2.6666666666666665	0	3	0	2.6666666666666665	1.0	4	5.25	0	4	0	5.25	1.0	0.5773502691896257	1	0	0	0	0	0	0	0.3333333333333333	0.0	0.0	0	0	0	2	0	1	1	0	0	0	0	0	0.25	0.0	0.25	0	0	0	0	0
273	которые как-то бездельничают	вот и дети	elaboration_r	3	8.666666666666666	0	3	0	8.666666666666666	1.0	3	2.6666666666666665	0	3	0	2.6666666666666665	1.0	0.14784782026744275	0	1	0	1	0	0	0	0.0	0.0	0.3333333333333333	0	0	0	0	1	1	0	0	0	0	0	0	0.3333333333333333	0.0	0.0	0	0	0	2	0
274	и у него большое желание взять эту грушу было,	возьму эту корзину	evaluation_r	9	4.222222222222222	0	9	0	4.222222222222222	1.0	3	5.333333333333333	0	3	0	5.333333333333333	1.0	0.19268157290481816	2	2	1	0	0	0	0	0.2222222222222222	0.1111111111111111	0.2222222222222222	1	1	0	0	1	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0
275	ну потом подумал,	возьму эту корзину	evaluation_r	3	5.0	0	3	0	5.0	1.0	3	5.333333333333333	0	3	0	5.333333333333333	1.0	0.7071067811865476	0	1	0	1	0	0	0	0.0	0.0	0.3333333333333333	0	0	0	1	0	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0
276	раз мне за это ничто не будет	возьму эту корзину	cause_r	7	3.2857142857142856	0	7	0	3.2857142857142856	1.0	3	5.333333333333333	0	3	0	5.333333333333333	1.0	0.46124666623495	0	1	0	0	0	0	0	0.0	0.0	0.14285714285714285	1	0	1	1	3	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0
277	и никто не видит	раз мне за это ничто не будет	joint_m	4	3.25	0	4	0	3.25	1.0	7	3.2857142857142856	0	7	0	3.2857142857142856	1.0	0.6158817620514396	0	1	0	0	0	0	0	0.0	0.0	0.25	0	1	0	1	1	0	1	0	0	0	0	0	0.0	0.0	0.14285714285714285	1	0	1	1	3
278	возьму эту корзину	проезжал мимо ребенок	evaluation_r	3	5.333333333333333	0	3	0	5.333333333333333	1.0	3	6.333333333333333	0	3	0	6.333333333333333	1.0	0.6900655593423543	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0	1	1	0	1	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0
279	вот девочка	проезжал мимо ребенок	sequence_m	2	5.0	0	2	0	5.0	1.0	3	6.333333333333333	0	3	0	6.333333333333333	1.0	0.5345224838248488	1	0	0	0	0	0	0	0.5	0.0	0.0	0	0	0	1	0	1	1	0	1	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0
280	которая попалась ему навстречу	вот девочка	elaboration_r	4	6.75	0	4	0	6.75	1.0	2	5.0	0	2	0	5.0	1.0	0.16079772425124583	0	1	0	1	0	0	0	0.0	0.0	0.25	0	0	0	0	2	1	0	0	0	0	0	0	0.5	0.0	0.0	0	0	0	1	0
281	чё-то щас вот это с девочкой	вот девочка	background_r	6	3.8333333333333335	0	6	0	3.8333333333333335	1.0	2	5.0	0	2	0	5.0	1.0	0.21321493331446215	1	0	0	0	0	0	0	0.16666666666666666	0.0	0.0	1	0	0	1	1	1	0	0	0	0	0	0	0.5	0.0	0.0	0	0	0	1	0
282	чё-то немножко мне не осталось в памяти	чё-то щас вот это с девочкой	restatement_r	7	4.714285714285714	0	7	0	4.714285714285714	1.0	6	3.8333333333333335	0	6	0	3.8333333333333335	1.0	0.5984345173395683	1	1	0	1	0	0	0	0.14285714285714285	0.0	0.14285714285714285	1	0	0	2	1	1	0	0	0	0	0	0	0.16666666666666666	0.0	0.0	1	0	0	1	1
283	есть девочка	вот девочка	restatement_r	2	5.5	0	2	0	5.5	1.0	2	5.0	0	2	0	5.0	1.0	0.825930674103552	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0	1	0	0	0	0	0	0	0.5	0.0	0.0	0	0	0	1	0
284	ребята	проезжал мимо ребенок	sequence_m	1	6.0	0	1	0	6.0	1.0	3	6.333333333333333	0	3	0	6.333333333333333	1.0	0.4364357804719847	1	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0	0	0	1	1	0	1	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0
285	которые на вид попались	ребята	elaboration_r	4	5.0	0	4	0	5.0	1.0	1	6.0	0	1	0	6.0	1.0	0.048023447998276556	1	1	0	0	0	0	0	0.25	0.0	0.25	1	0	0	0	1	1	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0	0	0
286	казалось	что они ему сейчас или уши надерут	evaluation_r	1	8.0	0	1	0	8.0	1.0	7	4.0	0	7	0	4.0	1.0	0.3834824944236852	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0	1	1	0	1	0	0	0	0.14285714285714285	0.0	0.14285714285714285	0	1	1	0	2
287	что они ему сейчас или уши надерут	ребята	evaluation_r	7	4.0	0	7	0	4.0	1.0	1	6.0	0	1	0	6.0	1.0	0.007677976671835839	1	1	0	1	0	0	0	0.14285714285714285	0.0	0.14285714285714285	0	1	1	0	2	1	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0	0	0
288	или отберут этот все груши и велосипед впридачу всё	что они ему сейчас или уши надерут	joint_m	9	4.777777777777778	0	9	0	4.777777777777778	1.0	7	4.0	0	7	0	4.0	1.0	0.5504176049039916	2	1	0	1	0	0	0	0.2222222222222222	0.0	0.1111111111111111	0	2	0	0	1	1	1	0	1	0	0	0	0.14285714285714285	0.0	0.14285714285714285	0	1	1	0	2
289	тем не менее они оказались более добрые	что они ему сейчас или уши надерут	concession_r	7	4.714285714285714	0	7	0	4.714285714285714	1.0	7	4.0	0	7	0	4.0	1.0	0.7099988150634283	0	1	1	2	0	0	0	0.0	0.14285714285714285	0.14285714285714285	0	0	0	1	2	1	1	0	1	0	0	0	0.14285714285714285	0.0	0.14285714285714285	0	1	1	0	2
290	помогли ему в беде	собрать эти груши	evaluation_r	4	3.75	0	4	0	3.75	1.0	3	5.0	0	3	0	5.0	1.0	0.6050312757020198	1	1	0	0	0	0	0	0.25	0.0	0.25	1	0	0	0	1	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0
291	собрать эти груши	ребята	evidence_r	3	5.0	0	3	0	5.0	1.0	1	6.0	0	1	0	6.0	1.0	0.13054126603366306	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0	1	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0	0	0
292	помогли поставить	собрать эти груши	sequence_m	2	8.0	0	2	0	8.0	1.0	3	5.0	0	3	0	5.0	1.0	0.7669649888473704	0	2	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0
293	и отправили	собрать эти груши	sequence_m	2	5.0	0	2	0	5.0	1.0	3	5.0	0	3	0	5.0	1.0	0.6416889479197478	0	1	0	0	0	0	0	0.0	0.0	0.5	0	1	0	0	0	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0
294	но при этом вот я чуть-чуть	то ли они не всё положили	evaluation_r	6	3.6666666666666665	0	6	0	3.6666666666666665	1.0	6	3.3333333333333335	0	6	0	3.3333333333333335	1.0	0.6656686640231985	0	0	0	0	0	0	0	0.0	0.0	0.0	1	1	0	2	2	0	1	0	0	0	0	0	0.0	0.0	0.16666666666666666	0	0	1	2	2
295	то ли они не всё положили	ребята	antithesis_r	6	3.3333333333333335	0	6	0	3.3333333333333335	1.0	1	6.0	0	1	0	6.0	1.0	0.024331759394766183	0	1	0	0	0	0	0	0.0	0.0	0.16666666666666666	0	0	1	2	2	1	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0	0	0
296	остались у него у них груши в руках	то ли они не всё положили	joint_m	8	3.5	0	7	0	3.5	0.875	6	3.3333333333333335	0	6	0	3.3333333333333335	1.0	0.5527600705547667	2	1	0	0	0	0	0	0.25	0.0	0.125	3	0	0	0	2	0	1	0	0	0	0	0	0.0	0.0	0.16666666666666666	0	0	1	2	2
297	то ли-и как бы тоже как бы своровали	то ли они не всё положили	joint_m	8	3.625	0	6	0	3.625	0.75	6	3.3333333333333335	0	6	0	3.3333333333333335	1.0	0.5614579350922042	0	1	0	2	0	0	0	0.0	0.0	0.125	0	1	1	3	0	0	1	0	0	0	0	0	0.0	0.0	0.16666666666666666	0	0	1	2	2
298	вот это мне немножечко непонятно осталось	то ли они не всё положили	evaluation_r	6	6.0	0	6	0	6.0	1.0	6	3.3333333333333335	0	6	0	3.3333333333333335	1.0	0.4474224584509587	0	1	1	1	0	0	0	0.0	0.16666666666666666	0.16666666666666666	0	0	0	1	2	0	1	0	0	0	0	0	0.0	0.0	0.16666666666666666	0	0	1	2	2
299	вот они вернули шляпу	проезжал мимо ребенок	sequence_m	4	4.5	0	4	0	4.5	1.0	3	6.333333333333333	0	3	0	6.333333333333333	1.0	0.6900655593423543	1	1	0	0	0	0	0	0.25	0.0	0.25	0	0	0	1	1	1	1	0	1	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0
300	они вернули ну шляпу	вот они вернули шляпу	restatement_r	4	4.25	0	4	0	4.25	1.0	4	4.5	0	4	0	4.5	1.0	0.9258200997725514	1	1	0	0	0	0	0	0.25	0.0	0.25	0	0	0	1	1	1	1	0	0	0	0	0	0.25	0.0	0.25	0	0	0	1	1
301	а груши	вот они вернули шляпу	joint_m	2	3.0	0	2	0	3.0	1.0	4	4.5	0	4	0	4.5	1.0	0.48795003647426655	1	0	0	0	0	0	0	0.5	0.0	0.0	0	1	0	0	0	1	1	0	0	0	0	0	0.25	0.0	0.25	0	0	0	1	1
302	которые они стали есть	а груши	elaboration_r	4	4.75	0	4	0	4.75	1.0	2	3.0	0	2	0	3.0	1.0	0.08868495357339098	0	2	0	0	0	0	0	0.0	0.0	0.5	0	0	0	0	2	1	0	0	0	0	0	0	0.5	0.0	0.0	0	1	0	0	0
303	а он им дал	а груши	elaboration_r	4	2.0	0	4	0	2.0	1.0	2	3.0	0	2	0	3.0	1.0	0.36969479148769485	0	1	0	0	0	0	0	0.0	0.0	0.25	0	1	0	0	2	1	0	0	0	0	0	0	0.5	0.0	0.0	0	1	0	0	0
304	я просто вот этого как бы это немножко отвлеклась	вот они вернули шляпу	evaluation_r	9	4.555555555555555	0	9	0	4.555555555555555	1.0	4	4.5	0	4	0	4.5	1.0	0.23008644540743747	0	1	0	2	0	0	0	0.0	0.0	0.1111111111111111	0	0	0	4	2	1	1	0	0	0	0	0	0.25	0.0	0.25	0	0	0	1	1
305	а потом	проезжал мимо ребенок	sequence_m	2	3.0	0	2	0	3.0	1.0	3	6.333333333333333	0	3	0	6.333333333333333	1.0	0.5345224838248488	0	0	0	1	0	0	0	0.0	0.0	0.0	0	1	0	0	0	1	1	0	1	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0
306	когда спустился сборщик урожая	а потом	background_r	4	6.75	0	4	0	6.75	1.0	2	3.0	0	2	0	3.0	1.0	0.03463849560569039	2	1	0	0	0	0	0	0.5	0.0	0.25	0	0	1	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0	1	0	0	0
307	у него-о как бы ннаверно он мысля была	что или реально дурак	evaluation_r	8	3.875	0	8	0	3.875	1.0	4	4.5	0	4	0	4.5	1.0	0.36339809558627634	0	1	0	2	1	0	0	0.0	0.0	0.125	1	0	0	2	1	1	0	0	1	0	0	0	0.25	0.0	0.0	0	1	0	0	1
308	что или реально дурак	а потом	evaluation_r	4	4.5	0	4	0	4.5	1.0	2	3.0	0	2	0	3.0	1.0	0.11437919044231211	1	0	0	1	0	0	0	0.25	0.0	0.0	0	1	0	0	1	0	0	0	1	0	0	0	0.0	0.0	0.0	0	1	0	0	0
309	или что-то не того	что или реально дурак	joint_m	4	3.75	0	4	0	3.75	1.0	4	4.5	0	4	0	4.5	1.0	0.7559289460184544	0	0	0	0	0	0	0	0.0	0.0	0.0	0	1	0	1	2	1	0	0	1	0	0	0	0.25	0.0	0.0	0	1	0	0	1
310	или-и када залазил	что или реально дурак	joint_m	3	5.333333333333333	0	3	0	5.333333333333333	1.0	4	4.5	0	4	0	4.5	1.0	0.6900655593423543	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	1	0	0	0	1	0	0	1	0	0	0	0.25	0.0	0.0	0	1	0	0	1
311	было два= две ёмкости с грушами	а потом	cause_r	6	4.333333333333333	0	6	0	4.333333333333333	1.0	2	3.0	0	2	0	3.0	1.0	0.030027346321166774	2	1	0	0	0	1	0	0.3333333333333333	0.0	0.16666666666666666	1	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0	1	0	0	0
312	а тут одна	было два= две ёмкости с грушами	concession_r	3	2.6666666666666665	0	3	0	2.6666666666666665	1.0	6	4.333333333333333	0	6	0	4.333333333333333	1.0	0.508000508000762	0	0	0	1	0	0	0	0.0	0.0	0.0	0	1	0	0	0	2	1	0	0	0	1	0	0.3333333333333333	0.0	0.16666666666666666	1	0	0	0	0
313	и вы знаете	в так= кие минуты можно подумать	evaluation_r	3	3.0	0	3	0	3.0	1.0	6	4.5	0	6	0	4.5	1.0	0.5303300858899106	0	1	0	0	0	0	0	0.0	0.0	0.3333333333333333	0	1	0	0	1	2	1	0	1	0	0	0	0.3333333333333333	0.0	0.16666666666666666	1	0	0	0	0
314	в так= кие минуты можно подумать	я бы тоже слезла	evaluation_r	6	4.5	0	6	0	4.5	1.0	4	3.25	0	4	0	3.25	1.0	0.27590958087858175	2	1	0	1	0	0	0	0.3333333333333333	0.0	0.16666666666666666	1	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.25	0	0	0	2	1
315	что если это было со мной	я бы тоже слезла	condition_r	6	3.3333333333333335	0	6	0	3.3333333333333335	1.0	4	3.25	0	4	0	3.25	1.0	0.47243896040532624	0	0	0	0	1	0	0	0.0	0.0	0.0	1	0	2	0	2	0	1	0	0	0	0	0	0.0	0.0	0.25	0	0	0	2	1
316	я бы тоже слезла	проезжал мимо ребенок	sequence_m	4	3.25	0	4	0	3.25	1.0	3	6.333333333333333	0	3	0	6.333333333333333	1.0	0.6900655593423543	0	1	0	0	0	0	0	0.0	0.0	0.25	0	0	0	2	1	1	1	0	1	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0
317	и подумала а было ли вообще тута две корзины полных	я бы тоже слезла	sequence_m	10	4.2	0	10	0	4.2	1.0	4	3.25	0	4	0	3.25	1.0	0.10113291042967973	1	2	1	2	0	1	0	0.1	0.1	0.2	0	2	0	1	0	0	1	0	0	0	0	0	0.0	0.0	0.25	0	0	0	2	1
318	или нет	я бы тоже слезла	antithesis_r	2	3.0	0	2	0	3.0	1.0	4	3.25	0	4	0	3.25	1.0	0.5	0	0	0	0	0	0	0	0.0	0.0	0.0	0	1	0	1	0	0	1	0	0	0	0	0	0.0	0.0	0.25	0	0	0	2	1
319	и когда он увидел	проезжал мимо ребенок	sequence_m	4	3.5	0	4	0	3.5	1.0	3	6.333333333333333	0	3	0	6.333333333333333	1.0	0.6900655593423543	0	1	0	0	0	0	0	0.0	0.0	0.25	0	1	1	0	1	1	1	0	1	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0
320	что дети идут с грушами	и когда он увидел	background_r	5	3.8	0	5	0	3.8	1.0	4	3.5	0	4	0	3.5	1.0	0.5903176343725052	2	1	0	0	0	0	0	0.4	0.0	0.2	1	0	1	0	0	0	1	0	0	0	0	0	0.0	0.0	0.25	0	1	1	0	1
321	до него наверно всё-таки дошло	что груши просто стащили вместе с корзиной вот	evaluation_r	5	5.2	0	5	0	5.2	1.0	8	4.875	0	8	0	4.875	1.0	0.7071067811865476	0	1	0	1	0	0	0	0.0	0.0	0.2	1	0	0	1	1	2	1	0	1	0	0	0	0.25	0.0	0.125	1	0	1	2	0
322	что груши просто стащили вместе с корзиной вот	и когда он увидел	background_r	8	4.875	0	8	0	4.875	1.0	4	3.5	0	4	0	3.5	1.0	0.1705948342259997	2	1	0	1	0	0	0	0.25	0.0	0.125	1	0	1	2	0	0	1	0	0	0	0	0	0.0	0.0	0.25	0	1	1	0	1
323	вот нету текста	ну в один момент он значит сделал с одной грушей видно как благодарность этой груше	preparation_r	3	4.333333333333333	0	3	0	4.333333333333333	1.0	15	4.6	0	15	0	4.6	1.0	0.4251151509488518	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	1	0	4	2	0	1	0	2	0	0.26666666666666666	0.0	0.13333333333333333	2	0	1	1	1
324	это так задумано да	вот нету текста	background_r	4	4.0	0	4	0	4.0	1.0	3	4.333333333333333	0	3	0	4.333333333333333	1.0	0.5932855397749207	0	1	0	1	0	0	0	0.0	0.0	0.25	0	0	0	1	1	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	1	0
325	ну я думаю что это такая такой сюжетик фильм	вот нету текста	evaluation_r	9	4.0	0	9	0	4.0	1.0	3	4.333333333333333	0	3	0	4.333333333333333	1.0	0.13467595017074416	2	1	0	0	0	0	0	0.2222222222222222	0.0	0.1111111111111111	0	0	1	1	2	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	1	0
326	значит это где-то южная страна может Мескика может что	человека там	background_r	9	5.111111111111111	1	8	1	5.111111111111111	0.8888888888888888	2	5.5	0	2	0	5.5	1.0	0.027566313463393992	1	2	1	2	0	0	0	0.1111111111111111	0.1111111111111111	0.2222222222222222	0	0	1	1	0	1	0	0	1	0	0	0	0.5	0.0	0.0	0	0	0	0	0
327	человека там	ну в общем должен был три корзины нагрузить вот	background_r	2	5.5	0	2	0	5.5	1.0	9	4.333333333333333	0	9	0	4.333333333333333	1.0	0.4612656040144425	1	0	0	1	0	0	0	0.5	0.0	0.0	0	0	0	0	0	1	1	2	0	1	1	0	0.1111111111111111	0.2222222222222222	0.1111111111111111	1	0	0	2	0
